main_ingredients,estimated_cooking_time_minutes,ingredient_count,complexity_score,difficulty
"tomato,basmati rice,coriander (dhania) leaves,ajwain (carom seeds),carrot,onion,cumin seeds (jeera),soy (nuggets),turmeric powder,green chillies,sunflower oil,salt,black cardamom (badi elaichi),spinach leaves (palak) bunch,cardamom (elaichi) podsseeds,mace (javitri),mint leaves (pudina),garam masala powder,green beans (french beans),cauliflower (gobi),red chilli powder,water,bay leaf (tej patta),ghee,milk,saffron strands,green peas (matar),ginger garlic paste,cinnamon stick (dalchini),badam (almond),green bell pepper (capsicum),coriander powder,potato (aloo),cloves (laung)",90,34,3,5
"cashew nuts,pheni roll,ghee,milk,raisins,sugar,almond meal (badam powder)",25,7,3,4
"turmeric powder,salt,horsepowder,gram lentils,asafoetida,papad urad dal,mustard,dry red chilli,curry leaves,sesame oil,sambar powder,tamarind lemon",25,12,0,2
"salt,green beans (french beans),yellow moong dal (split),rice,ghee,asafoetida (hing),carrot,cumin seeds (jeera)",30,8,1,2
"salt,ginger,asafoetida (hing),coriander (dhania) leaves,red chilli powder,gram flour (besan),curd,curry leaves,onion,cumin seeds (jeera),garlic,coriander powder,potato (aloo),turmeric powder,green chillies,sunflower oil",55,16,0,4
"salt,green beans (french beans),brown rice,ginger,green chilli,spring onion greens,soy sauce,carrot,virgin olive oil,tomato pasta sauce store bought,garlic,onion,vinegar,green bell pepper (capsicum),red chilli sauce,cabbage (patta gobi muttaikose)",40,16,0,4
"baking powder,salt,chocolate ganache,flax seed powder (flax meal),water,curd,vanilla,eggs flaxmeal eggs replacer,caster sugar,cocoa powder,red food color (only ),flour (maida),butter",110,13,2,5
"pistachios,milk,ghee vegetable oil,water,baking soda,sugar,caster sugar,cardamom powder (elaichi),sooji (semolina rava),flour (maida),milk powder",50,11,1,3
"salt,asafoetida (hing),mustard seeds,tindora (dondakaya kovakkai)verticy,dry red chilli,curry leaves,white urad dal (split),coriander (dhania) seeds,dry red chillies,chana dal (bengal gram dal),sunflower oil",35,11,0,2
"mace,star anis,cinnamon,st flowers,celery,large cardamom,cardamom,bay leaves,pepper,coriander seeds,cumin seeds,spoon nutmeg powder",10,12,0,2
"chicken sausage,tomato,cumin powder (jeera),salt,red chilli powder cayenne pepper,cloves garlic,virgin olive oil,cloves garlic,onion,broccoli,thyme leaves,black pepper powder,pepper,dry beans (such cannellini soya beans),butter,dried oregano",40,16,3,5
"salt,boneless chicken,corn flour,eggs,red chilli powder,ginger garlic paste,curry leaves,gram flour (besan),black pepper powder,coriander powder,turmeric powder,green chillies,sunflower oil",35,13,2,4
"tomato,salt,wheat flour,hung curd (greek yogurt),cumin powder (jeera),paprika powder,mint leaves (pudina),spring onion (bulb greens),cloves garlic,onion,chicken,feta cheese,black pepper powder,coriander powder,flour (maida),spinach leaves (palak)",55,16,2,5
"baking powder,vivatta maida,sugar,vanilla,milk powder,butter",40,6,1,1
"salt,coriander (dhania) leaves,sesame (gingelly) oil,cloves garlic,soy sauce,black peppercorns,lemon drops,green chillies,prawns,sunflower oil",40,10,1,3
"turmeric powder,salt,yogurt,coconut take,jaggery,water,fruit (pineapple,mustard,curry leaves,oil,green chillies,dry red peppers break",20,12,0,2
"black cardamom (badi elaichi),cumin powder (jeera),salt,rice,bay leaf (tej patta),cardamom (elaichi) podsseeds,ghee,coriander (dhania) leaves,green peas (matar),red chilli powder,ginger garlic paste,onion,cinnamon stick (dalchini),cumin seeds (jeera),black pepper powder,cloves (laung),coriander powder,green chillies,potato (aloo) cubes",25,19,1,5
"salt,green chilli,coriander (dhania) leaves,onion powder,sunflower oil the toast,curd,black pepper powder,green bell pepper (capsicum),sooji (semolina rava)",18,9,0,1
"garlic cloves,water grind,salt,mustard seeds,kashmiri dry red chillies hour,water enough boiling potatoes,curry leaves,sugar,methi seeds (fenugreek seeds),cumin seeds (jeera),vinegar,potato (aloo),turmeric powder,sunflower oil",40,14,0,3
"green chillies,salt,ginger,mustard oil,coconut,fennel seeds (saunf),potato (aloo) skin,red chilli powder,dry red chilli,sugar,cinnamon stick (dalchini),cumin seeds (jeera),methi seeds (fenugreek seeds),poppy seeds,turmeric powder,cloves (laung),pointed gourd (parval)",60,17,0,4
"tomato,salt,ginger,coriander powder,asafoetida (hing),red chilli powder,coriander (dhania) leaves,onion,cumin seeds (jeera),garlic,lotus stem,potato (aloo),turmeric powder,green chillies,garam masala powder,sunflower oil",45,16,1,4
"tomato,wheat brown bread,salt,chaat masala powder,tomato ketchup,black pepper powder,cucumber,green chutney (coriander mint),butter",15,9,1,2
"dates (dried s),pine nuts,sunflower oil,nutmeg powder,dried raspberries,wheat flakes (cereal),pumpkin seeds,badam (almond),raisins (sultana),vanilla,walnuts,instant oats (oatmeal),cinnamon powder (dalchini)",40,13,1,4
"salt,ginger,amchur (dry mango powder),mustard oil,brinjal (baingan eggsplant),red chilli powder,cloves garlic,onion,mustard greens,cumin seeds (jeera),coriander powder,garam masala powder",25,12,1,3
"salt,elephant yam (suransenairatalu),mustard seeds,asafoetida (hing),coconut,red chilli powder,curry leaves,coriander powder,turmeric powder,sambar powder,sunflower oil",60,11,0,2
"tomato,coriander (dhania),salt,ginger,green chilli,rice,mint leaves (pudina) fistful,ghee,fennel seeds (saunf),red chilli powder,cloves garlic,curry leaves,onion,cinnamon stick (dalchini),cloves (laung)",20,15,1,4
"jasmine rice,jaggery,black peppercorns,cloves garlic,coriander (dhania) seeds,onion,cumin seeds (jeera),gawar phali (kothavarangai cluster beans),coconut oil,turmeric powder,salt,red bell pepper (capsicum),cardamom (elaichi) podsseeds,thai basil leaves,mace (javitri),red chilli powder,lemon,stalks lemongrass,coconut milk,ginger,fennel seeds (saunf),dry ginger powder,cinnamon stick (dalchini)",75,23,1,5
"tomato,okra (okra),salt,turmeric powder,ginger grated,asafoetida,red chilli powder,onion,oil,coriander powder,cottage cheese ed,mango powder,garlic finely,cumin seeds",40,14,1,4
"cumin powder (jeera),black salt,ice cubes,water,jaggery sugar,wood apple (bael fruit),lemon,mint leaves (pudina)",10,8,0,1
"mango (ripe),sugar,saffron strands,cinnamon powder (dalchini)",35,4,1,1
"peanuts (moongphali) dry,salt,ginger,mustard seeds,asafoetida (hing),cloves garlic,white urad dal (split),coriander (dhania) seeds,gawar phali (kothavarangai cluster beans),cumin seeds (jeera),tamarind,green chillies",40,12,0,2
"heavy whipping cream,mango pulp (puree),pistachios,paneer,thandai masala,saffron strands,rose water,water,dried rose,sugar,lemon,icing sugar,butter,kataifi dough ready",70,14,4,5
"wheat brown bread,khoya (mawa),ghee,milk,sugar,badam (almond)",40,6,2,2
"tomato,salt,ginger,kalonji (onion nigella seeds),amchur (dry mango powder),mustard seeds,brinjal (baingan eggsplant),coriander (dhania) leaves,fennel seeds (saunf),ajwain (carom seeds),red chilli powder,cloves garlic,dry red chillies,onion,cumin seeds (jeera),methi seeds (fenugreek seeds),coriander powder,turmeric powder,sunflower oil",60,19,1,5
"salt,snake gourd (pudulangai)(approximately ),coconut,mustard seeds,asafoetida (hing),dry red chilli,curd,cumin seeds (jeera),turmeric powder,sunflower oil",40,10,0,2
"aloo bhujia,coriander (dhania),black salt,hung curd (greek yogurt),sev,asafoetida (hing),karela (bitter gourd pavakkai),chaat masala powder,red chilli powder,sweet chutney (date tamarind),gram flour (besan),coriander powder,dates,sunflower oil",25,14,0,3
"tomato,green chillies,cumin powder (jeera),salt,amchur (dry mango powder),ghee,fennel seeds (saunf),red chilli powder,ginger ground,cumin seeds (jeera),methi seeds (fenugreek seeds),coriander powder,potato (aloo),turmeric powder,kasuri methi (dried fenugreek leaves),garam masala powder",30,16,1,4
"salt,ginger,fennel seeds (saunf),white urad dal (split),moth sprouts (matki),spinach leaves (palak) ground,turmeric powder,green chillies,sunflower oil",265,9,0,2
"rice,cardamom (elaichi) podsseeds,banana flower (vazhaipoo) ripe,water,salt some the chana dal,sugar,onion,coconut milk,chana dal (bengal gram dal)",90,9,0,1
"salt,wheat flour,ghee,water,caster sugar ( sugar),sunflower oil",40,6,1,1
"coriander (dhania),salt,chana dal (bengal gram dal),ajwain (carom seeds),cloves garlic,onion,green chillies",30,7,0,1
"salt,kashmiri red chilli powder,amchur (dry mango powder),asafoetida (hing),fennel seeds (saunf),coriander (dhania) leaves,red chilli flakes,dry red chillies,cumin seeds (jeera),baby potatoes,turmeric powder,sesame seeds (til seeds),sunflower oil",30,13,0,2
"salt,coconut,mustard seeds,pearl onion (sambar onion),curry leaves,bhindi (lady fingerokra),turmeric powder,green chillies,sunflower oil",30,9,0,1
"tomato,salt,green chilli,amchur (dry mango powder),ginger juliennes ( th),red chilli powder,ginger garlic paste,kabuli chana (white chickpeas),coriander (dhania) leaves,onion,cumin seeds (jeera),coriander powder,potato (aloo),turmeric powder,garam masala powder,sunflower oil",30,16,0,4
"salt,ginger,kashmiri red chilli powder,coriander (dhania) leaves,cloves garlic,tomato desseded,onion,kasuri methi (dried fenugreek leaves),chicken thighs skinless bless,coriander powder,turmeric powder,green chillies,garam masala powder,sunflower oil",60,14,1,4
"salt,mustard oil,mustard seeds,asafoetida (hing),amla (nellikai gooseberry),red chilli powder,methi seeds (fenugreek seeds)",15,7,0,1
"salt,ginger,brinjal,cumin,mustard oil,red chilli powder,cloves garlic,mustard,onion,coriander powder,mango powder,garam masala powder",25,12,0,2
"salt,cumin powder (jeera),wheat flour,green chilli,amchur (dry mango powder),red chilli powder,coriander (dhania) leaves,colocasia root (arbi),coriander powder,turmeric powder,garam masala powder,sunflower oil",55,12,0,2
"tomato,turmeric powder,salt salt,curry leaves,sugar,coriander (dhania) leaves,green chillies",40,7,0,1
"amchur (dry mango powder),asafoetida (hing),fennel seeds (saunf),mustard seeds,coriander (dhania) leaves,red chilli powder,water,cumin seeds (jeera),methi seeds (fenugreek seeds),gunde (bird lime),turmeric powder,sunflower oil",50,12,0,2
"tomato,yellow bell pepper (capsicum),cumin powder (jeera),sour,paprika powder,cloves garlic,onion,rajma (large kidney beans),black pepper powder,turmeric powder,salt,red bell pepper (capsicum),jackfruit (kathal) junks,tomato salsa,thyme leaves,cinnamon powder (dalchini),tortillas,rice,red chilli powder,sugar,pepper,ginger,green bell pepper (capsicum)",65,23,0,5
"salt,green chillies,ginger,mustard oil,ghee,coconut,bay leaf (tej patta),dry red chillies,cinnamon stick (dalchini),cumin seeds (jeera),cloves (laung),turmeric powder,chana dal (bengal gram dal)",40,13,1,4
"turmeric powder,salt,ginger,rice,cinnamon,red chilli powder,cloves garlic,carrot,mint,curd,green beans,onion,make tomatopuree,cardamom,potatoes,bay leaves,spoon coriander powder,oil,green chillies,cabbage",80,20,0,5
"salt,wheat flour,chocolate chips dark white,milk,raisins,water,dry yeast,butter ricotta cheese,sugar on top,cheese soft paneer,jaggery sugar,flour (maida),orange orange,butter",205,14,3,5
"salt,corn flour,sunflower oil,coriander (dhania) leaves,potato (aloo),red chilli powder,virgin olive oil,vinegar,baby corn be,pizza,ginger paste,wheat bread crumbs,green chilli paste,garlic paste",50,14,0,3
"wheat flour,ginger,green chilli,coriander (dhania) leaves,black pepper powder,bajra flour ( pearl millet),turmeric powder,sunflower oil",45,8,0,1
"cashew nuts,water,sugar,badam (almond),ghee greasing,cardamom powder (elaichi)",45,6,3,3
"salt,spaghetti pasta,spinach amaranth leaves,cloves garlic( size),virgin olive oil,lemon,parmesan cheese",70,7,1,2
"salt,ginger,green chilli,potato (aloo),onion,button mushrooms,flour (maida),sunflower oil",40,8,0,1
"tomato,salt salt,coriander (dhania) leaves,sugar,curry leaves,turmeric powder,green chillies",40,7,0,1
"salt,wheat flour,water knead,green chilli,amchur (dry mango powder),ajwain (carom seeds),chaat masala powder,green peas (matar),virgin olive oil,red chilli powder,coriander (dhania) leaves,instant oats (oatmeal)",65,12,0,2
"cheese,wheat brown bread,salt,chaat masala powder,green peas (matar),cloves garlic,carrot,black pepper powder,green chillies",50,9,1,2
"turmeric powder,salt,ginger,coriander,red chilli powder,cloves garlic,onion,coriander powder,mango powder",25,9,0,1
"salt,cumin powder (jeera),black salt,green moong sproutsgreen moong sprouts,potato (aloo),chaat masala powder,red chilli powder,mango,sugar,pani puris,black pepper powder,mint leaves (pudina)",35,12,0,2
"tomato,green chillies,green beans (french beans),salt,del monte corn kernels,mustard seeds,coriander (dhania) leaves,green peas (matar),water,virgin olive oil,curry leaves,carrot,white urad dal (split),cumin seeds (jeera),coriander powder,chana dal (bengal gram dal),quinoa,garam masala powder",50,18,0,4
"baking powder,wheat flour,apricots,sour,butter cold,baking soda,sugar,vanilla,dark chocolate,brown sugar (demerara sugar),eggs,cocoa powder,pecans,coffee decoction,butter,cinnamon powder (dalchini)",85,16,3,5
"salt,basella (malabar spinach),corn flour,enos fruit salt baking powder,red chilli powder,water,gram flour (besan),tomato ketchup,cumin seeds (jeera),red chilli powder the batter,turmeric powder,sunflower oil",25,12,0,2
"red chilli flakes,figs,lemon,lemon,brown sugar (demerara sugar)",40,5,0,1
"cumin powder (jeera),dill leaves,asafoetida (hing),cumin seeds (jeera),black pepper powder,green chillies,salt,green chilli,spinach,mustard oil,cardamom (elaichi) podsseeds,red chilli powder,dry red chilli,curd,fennel powder,lemon,enos fruit salt soda,ginger,bay leaf (tej patta),black urad dal (split),cinnamon stick (dalchini),coriander powder,sunflower oil vadis,cloves (laung)",55,24,0,5
"salt,coriander (dhania) leaves,water (preferably),aam papad (sun dried mango),sugar,mint leaves (pudina),green chillies",20,7,0,1
"pistachios,carrot,onion,edible silver foilleaf (chandi ka vark),turmeric powder,green chillies,black cardamom (badi elaichi),pineapple,cardamom (elaichi) podsseeds,raisins,mint leaves (pudina),tofu,garam masala powder,green beans (french beans),coconut yogurt,cauliflower (gobi),coconut oil cold pressed,red chilli powder,coconut milk,cashew nuts,ginger,saffron strands,ginger garlic paste,badam (almond),poppy seeds,potato (aloo),cloves (laung)",90,27,4,5
"salt,wheat (dalia godumai rava),ginger,cumin powder (jeera),chana dal (bengal gram dal),rice,green chilli,coriander (dhania) leaves,asafoetida (hing),jowar seeds,red chilli powder,cloves garlic,onion,lemon,curry leaves,bajra (seeds),turmeric powder,masoor dal,garam masala powder,sunflower oil",60,20,0,5
"tomato,cloves garlic,curry leaves,onion,green chillies,chana dal (bengal gram dal),sunflower oil,salt,cardamom (elaichi) podsseeds,dry red chillies,coconut,coriander (dhania) leaves,red chilli powder,cashew nuts,sunflower oil the pakodas,bay leaf (tej patta),fennel seeds (saunf),gram dal (pottukadalai),cinnamon stick (dalchini),poppy seeds,coriander powder",50,21,1,5
"salt,yogurt,red chilli powder,sugar,cumin powder take out,dijon mustard,pomegranate,banana",150,8,0,1
"cumin powder (jeera),sesame seeds (til seeds) dry,ginger,green chilli,ghee,coriander (dhania) leaves,lemon,baby potatoes,black pepper powder,salt you can the normal salt too,garam masala powder",40,11,1,3
"salt,ginger,green chilli,mustard seeds,coconut,curry leaves,white urad dal (split),onion,banana,sunflower oil",20,10,0,1
"gram spaghetti pasta,salt,ginger,green chilli,potato (aloo),virgin olive oil,bread cubes (croutons) seasd garlic dried rosemary,coriander (dhania) leaves,pepper,lemon drops",70,10,0,2
"coriander (dhania) leaves,turmeric powder,salt,asafoetida,red chilli powder,green onion,onion,oil,green chillies,cumin seeds,gram flour",30,11,0,2
"tomato,salt,tamarind water,asafoetida (hing),ghee,mustard seeds,red chilli powder,dry red chilli,pearl onion (sambar onion),sugar,curry leaves,garlic,cumin seeds (jeera),methi seeds (fenugreek seeds),bhindi (lady fingerokra),coriander powder,turmeric powder",25,17,1,5
"tomato,yellow bell pepper (capsicum),lettuce leaves,coriander (dhania) leaves,virgin olive oil,black peppercorns,cloves garlic,chipotle chillies peppers (or flat red chilli flakes),onion,cumin seeds (jeera),red bell pepper (capsicum) (or other vegetables that can be stir ),rajma (large kidney beans) but not,dried oregano,sunflower oil,salt,coriander (dhania),cheddar cheese mexican cheese,del monte corn kernels fire,black olives,guacamole recipes,lemon,red chilli flakes,rice fluffy,green bell pepper (capsicum)",75,24,1,5
"salt,coriander (dhania),ginger,ghee,red chilli powder,gram flour (besan),curd,dry red chillies,onion,cumin seeds (jeera),bhindi (lady fingerokra),turmeric powder,garam masala powder,sunflower oil",60,14,1,4
